State,District,Year,Month,Hour,Weather_Condition,Road_Type,Vehicle_Type,Cause_of_Accident,Accident_Severity
Uttar Pradesh,Chennai,2023,9,21,Rainy,State Highway,Two-Wheeler,Poor Road Condition,Minor Injury
Gujarat,Bengaluru,2018,4,17,Foggy,State Highway,Auto Rickshaw,Poor Road Condition,Grievous Injury
Gujarat,Nagpur,2017,1,16,Clear,State Highway,Two-Wheeler,Overspeeding,Minor Injury
Maharashtra,Ahmedabad,2021,2,0,Rainy,Rural Road,Car,Overspeeding,Minor Injury
Andhra Pradesh,Kochi,2020,10,13,Rainy,National Highway,Auto Rickshaw,Overspeeding,Grievous Injury
Gujarat,Nagpur,2021,7,19,Clear,Rural Road,Car,Overspeeding,Grievous Injury
Tamil Nadu,Hyderabad,2021,2,23,Cloudy,State Highway,Auto Rickshaw,Poor Road Condition,Grievous Injury
Telangana,Jaipur,2019,1,21,Foggy,State Highway,Truck,Signal Jumping,Minor Injury
Karnataka,Jaipur,2018,10,15,Rainy,State Highway,Two-Wheeler,Wrong Side Driving,Fatal
Andhra Pradesh,Mumbai,2018,9,3,Foggy,National Highway,Car,Drunk Driving,Fatal
Kerala,Nagpur,2022,5,21,Rainy,Rural Road,Bus,Signal Jumping,Minor Injury
Tamil Nadu,Kochi,2023,4,5,Rainy,State Highway,Auto Rickshaw,Mechanical Failure,Minor Injury
Rajasthan,Kochi,2020,4,15,Cloudy,Rural Road,Car,Mechanical Failure,Fatal
Gujarat,Bengaluru,2022,11,19,Clear,Rural Road,Auto Rickshaw,Mechanical Failure,Grievous Injury
Kerala,Jaipur,2023,1,5,Clear,State Highway,Auto Rickshaw,Drunk Driving,Minor Injury
Gujarat,Mumbai,2023,3,14,Clear,Urban Road,Auto Rickshaw,Overspeeding,Minor Injury
Uttar Pradesh,Nagpur,2021,1,0,Cloudy,Urban Road,Car,Mechanical Failure,Minor Injury
Tamil Nadu,Jaipur,2020,5,6,Cloudy,Urban Road,Car,Mechanical Failure,Fatal
Uttar Pradesh,Jaipur,2023,5,22,Clear,State Highway,Auto Rickshaw,Wrong Side Driving,Minor Injury
Maharashtra,Kochi,2020,9,10,Foggy,Rural Road,Bus,Signal Jumping,Grievous Injury
Uttar Pradesh,Nagpur,2018,8,0,Foggy,Urban Road,Two-Wheeler,Poor Road Condition,Grievous Injury
Maharashtra,Pune,2018,5,7,Cloudy,National Highway,Auto Rickshaw,Drunk Driving,Minor Injury
Maharashtra,Nagpur,2018,5,13,Foggy,Urban Road,Bus,Drunk Driving,Minor Injury
Kerala,Chennai,2017,7,4,Clear,National Highway,Two-Wheeler,Wrong Side Driving,Grievous Injury
Gujarat,Jaipur,2021,12,12,Rainy,Urban Road,Auto Rickshaw,Mechanical Failure,Minor Injury
Rajasthan,Bengaluru,2020,2,14,Foggy,Urban Road,Two-Wheeler,Poor Road Condition,Grievous Injury
Uttar Pradesh,Pune,2021,7,8,Clear,Urban Road,Auto Rickshaw,Poor Road Condition,Minor Injury
Tamil Nadu,Hyderabad,2023,1,7,Clear,National Highway,Car,Wrong Side Driving,Grievous Injury
Maharashtra,Mumbai,2020,5,18,Clear,National Highway,Auto Rickshaw,Overspeeding,Minor Injury
Gujarat,Nagpur,2020,12,16,Foggy,Urban Road,Auto Rickshaw,Mechanical Failure,Minor Injury
Karnataka,Bengaluru,2022,12,18,Rainy,National Highway,Auto Rickshaw,Poor Road Condition,Fatal
Andhra Pradesh,Hyderabad,2020,6,17,Foggy,Rural Road,Auto Rickshaw,Drunk Driving,Grievous Injury
Kerala,Hyderabad,2020,11,17,Clear,Urban Road,Bus,Poor Road Condition,Minor Injury
Rajasthan,Jaipur,2019,10,3,Clear,Rural Road,Truck,Signal Jumping,Fatal
Madhya Pradesh,Chennai,2019,1,1,Clear,State Highway,Bus,Wrong Side Driving,Minor Injury
Kerala,Jaipur,2022,9,23,Cloudy,State Highway,Bus,Poor Road Condition,Minor Injury
Karnataka,Mumbai,2017,9,4,Foggy,State Highway,Car,Poor Road Condition,Grievous Injury
Andhra Pradesh,Pune,2018,1,16,Rainy,Rural Road,Auto Rickshaw,Poor Road Condition,Minor Injury
Karnataka,Kochi,2023,4,21,Foggy,National Highway,Bus,Wrong Side Driving,Grievous Injury
Uttar Pradesh,Ahmedabad,2023,8,6,Clear,State Highway,Two-Wheeler,Drunk Driving,Grievous Injury
Maharashtra,Pune,2020,2,15,Clear,Urban Road,Auto Rickshaw,Poor Road Condition,Minor Injury
Rajasthan,Mumbai,2021,11,0,Cloudy,Urban Road,Car,Poor Road Condition,Fatal
Telangana,Kochi,2023,8,11,Clear,National Highway,Car,Mechanical Failure,Minor Injury
Maharashtra,Hyderabad,2019,10,18,Foggy,Urban Road,Two-Wheeler,Mechanical Failure,Grievous Injury
Telangana,Pune,2018,12,8,Foggy,Rural Road,Car,Mechanical Failure,Minor Injury
Andhra Pradesh,Kochi,2017,9,15,Foggy,State Highway,Auto Rickshaw,Poor Road Condition,Fatal
Gujarat,Nagpur,2018,9,6,Clear,Rural Road,Truck,Poor Road Condition,Minor Injury
Madhya Pradesh,Jaipur,2020,1,14,Cloudy,Urban Road,Truck,Poor Road Condition,Minor Injury
Tamil Nadu,Ahmedabad,2018,9,11,Foggy,Rural Road,Bus,Signal Jumping,Minor Injury
Maharashtra,Bengaluru,2020,4,3,Rainy,National Highway,Car,Signal Jumping,Minor Injury
Rajasthan,Nagpur,2022,12,5,Rainy,Rural Road,Auto Rickshaw,Mechanical Failure,Minor Injury
Karnataka,Pune,2019,12,5,Rainy,Urban Road,Two-Wheeler,Signal Jumping,Minor Injury
Rajasthan,Bhopal,2019,8,14,Foggy,Urban Road,Two-Wheeler,Wrong Side Driving,Grievous Injury
Andhra Pradesh,Kochi,2020,9,2,Cloudy,State Highway,Auto Rickshaw,Poor Road Condition,Minor Injury
Telangana,Hyderabad,2021,3,1,Clear,Rural Road,Auto Rickshaw,Mechanical Failure,Grievous Injury
Karnataka,Hyderabad,2019,6,4,Cloudy,National Highway,Two-Wheeler,Signal Jumping,Minor Injury
Tamil Nadu,Bhopal,2021,3,7,Clear,State Highway,Car,Poor Road Condition,Minor Injury
Tamil Nadu,Pune,2020,1,18,Clear,Urban Road,Bus,Poor Road Condition,Grievous Injury
Maharashtra,Hyderabad,2022,10,20,Clear,Rural Road,Bus,Wrong Side Driving,Fatal
Andhra Pradesh,Chennai,2020,6,15,Clear,National Highway,Bus,Wrong Side Driving,Fatal
Gujarat,Hyderabad,2022,5,18,Foggy,Urban Road,Auto Rickshaw,Signal Jumping,Fatal
Andhra Pradesh,Ahmedabad,2023,3,22,Rainy,Urban Road,Two-Wheeler,Mechanical Failure,Minor Injury
Telangana,Chennai,2019,4,15,Foggy,State Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Rajasthan,Mumbai,2021,2,5,Cloudy,Urban Road,Two-Wheeler,Signal Jumping,Fatal
Tamil Nadu,Mumbai,2020,12,21,Clear,National Highway,Two-Wheeler,Signal Jumping,Minor Injury
Rajasthan,Kochi,2023,10,0,Foggy,National Highway,Two-Wheeler,Overspeeding,Minor Injury
Rajasthan,Chennai,2019,10,17,Foggy,State Highway,Truck,Wrong Side Driving,Grievous Injury
Rajasthan,Nagpur,2023,4,21,Foggy,State Highway,Auto Rickshaw,Mechanical Failure,Fatal
Tamil Nadu,Kochi,2022,4,7,Clear,National Highway,Auto Rickshaw,Drunk Driving,Minor Injury
Kerala,Nagpur,2020,3,4,Clear,State Highway,Truck,Wrong Side Driving,Grievous Injury
Uttar Pradesh,Ahmedabad,2023,6,11,Clear,Urban Road,Bus,Poor Road Condition,Grievous Injury
Telangana,Jaipur,2023,1,17,Foggy,National Highway,Car,Mechanical Failure,Grievous Injury
Kerala,Pune,2022,9,4,Foggy,State Highway,Auto Rickshaw,Poor Road Condition,Grievous Injury
Telangana,Chennai,2018,11,21,Cloudy,National Highway,Auto Rickshaw,Overspeeding,Minor Injury
Karnataka,Bhopal,2022,10,12,Rainy,Urban Road,Truck,Wrong Side Driving,Minor Injury
Andhra Pradesh,Bengaluru,2018,3,20,Rainy,State Highway,Auto Rickshaw,Wrong Side Driving,Grievous Injury
Andhra Pradesh,Pune,2019,3,21,Clear,National Highway,Auto Rickshaw,Poor Road Condition,Minor Injury
Madhya Pradesh,Ahmedabad,2020,12,11,Rainy,Urban Road,Bus,Mechanical Failure,Grievous Injury
Andhra Pradesh,Chennai,2023,3,15,Clear,State Highway,Truck,Drunk Driving,Grievous Injury
Tamil Nadu,Mumbai,2019,7,13,Clear,National Highway,Auto Rickshaw,Signal Jumping,Minor Injury
Gujarat,Pune,2017,8,10,Foggy,Urban Road,Two-Wheeler,Drunk Driving,Minor Injury
Maharashtra,Nagpur,2022,2,8,Rainy,Urban Road,Truck,Poor Road Condition,Fatal
Madhya Pradesh,Bhopal,2019,1,22,Cloudy,Urban Road,Bus,Overspeeding,Grievous Injury
Maharashtra,Pune,2019,5,9,Clear,Rural Road,Car,Wrong Side Driving,Grievous Injury
Telangana,Bengaluru,2023,8,15,Clear,Urban Road,Auto Rickshaw,Poor Road Condition,Minor Injury
Maharashtra,Ahmedabad,2018,3,18,Cloudy,Urban Road,Two-Wheeler,Poor Road Condition,Minor Injury
Maharashtra,Ahmedabad,2022,6,9,Rainy,State Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Madhya Pradesh,Kochi,2018,3,20,Cloudy,Rural Road,Car,Wrong Side Driving,Grievous Injury
Karnataka,Ahmedabad,2020,6,3,Rainy,Urban Road,Truck,Signal Jumping,Minor Injury
Rajasthan,Kochi,2019,12,20,Rainy,State Highway,Bus,Drunk Driving,Grievous Injury
Andhra Pradesh,Ahmedabad,2022,4,7,Rainy,State Highway,Auto Rickshaw,Drunk Driving,Grievous Injury
Andhra Pradesh,Bengaluru,2019,11,10,Rainy,National Highway,Auto Rickshaw,Overspeeding,Minor Injury
Tamil Nadu,Ahmedabad,2020,7,5,Rainy,National Highway,Auto Rickshaw,Mechanical Failure,Fatal
Madhya Pradesh,Bhopal,2021,11,3,Rainy,Rural Road,Two-Wheeler,Signal Jumping,Minor Injury
Tamil Nadu,Jaipur,2020,10,20,Clear,State Highway,Truck,Poor Road Condition,Minor Injury
Gujarat,Mumbai,2018,1,22,Foggy,Urban Road,Car,Signal Jumping,Grievous Injury
Gujarat,Bhopal,2018,1,23,Clear,Urban Road,Truck,Mechanical Failure,Grievous Injury
Tamil Nadu,Ahmedabad,2019,5,4,Clear,State Highway,Bus,Overspeeding,Minor Injury
Madhya Pradesh,Chennai,2018,9,17,Cloudy,Rural Road,Bus,Poor Road Condition,Grievous Injury
Tamil Nadu,Nagpur,2022,5,21,Foggy,Urban Road,Car,Signal Jumping,Minor Injury
Andhra Pradesh,Jaipur,2020,4,2,Foggy,Rural Road,Two-Wheeler,Overspeeding,Minor Injury
Kerala,Mumbai,2019,8,6,Foggy,State Highway,Car,Mechanical Failure,Fatal
Uttar Pradesh,Nagpur,2020,5,23,Rainy,Rural Road,Bus,Mechanical Failure,Minor Injury
Maharashtra,Bhopal,2020,1,21,Rainy,National Highway,Two-Wheeler,Mechanical Failure,Fatal
Uttar Pradesh,Bengaluru,2019,7,11,Rainy,Rural Road,Truck,Signal Jumping,Grievous Injury
Madhya Pradesh,Bengaluru,2023,11,2,Clear,Rural Road,Bus,Mechanical Failure,Fatal
Uttar Pradesh,Nagpur,2021,4,16,Foggy,Urban Road,Two-Wheeler,Signal Jumping,Minor Injury
Gujarat,Chennai,2023,10,2,Foggy,Rural Road,Two-Wheeler,Overspeeding,Minor Injury
Telangana,Nagpur,2018,5,10,Clear,Urban Road,Auto Rickshaw,Wrong Side Driving,Minor Injury
Maharashtra,Bhopal,2017,6,5,Rainy,Urban Road,Truck,Overspeeding,Fatal
Rajasthan,Nagpur,2023,7,10,Cloudy,National Highway,Two-Wheeler,Signal Jumping,Minor Injury
Madhya Pradesh,Mumbai,2017,11,3,Foggy,Urban Road,Car,Drunk Driving,Grievous Injury
Maharashtra,Chennai,2017,2,16,Clear,State Highway,Truck,Drunk Driving,Grievous Injury
Uttar Pradesh,Hyderabad,2018,1,21,Rainy,Urban Road,Truck,Poor Road Condition,Minor Injury
Gujarat,Pune,2021,12,0,Clear,State Highway,Bus,Wrong Side Driving,Minor Injury
Karnataka,Hyderabad,2020,3,11,Cloudy,Urban Road,Truck,Mechanical Failure,Minor Injury
Kerala,Kochi,2019,10,23,Cloudy,State Highway,Truck,Overspeeding,Grievous Injury
Rajasthan,Nagpur,2021,12,2,Rainy,National Highway,Auto Rickshaw,Overspeeding,Grievous Injury
Kerala,Bengaluru,2017,1,15,Clear,Rural Road,Truck,Signal Jumping,Minor Injury
Maharashtra,Hyderabad,2022,4,2,Rainy,Urban Road,Two-Wheeler,Poor Road Condition,Minor Injury
Gujarat,Ahmedabad,2018,6,13,Clear,National Highway,Car,Wrong Side Driving,Minor Injury
Gujarat,Bhopal,2023,5,16,Clear,National Highway,Auto Rickshaw,Mechanical Failure,Minor Injury
Uttar Pradesh,Hyderabad,2018,11,18,Cloudy,Urban Road,Auto Rickshaw,Wrong Side Driving,Minor Injury
Andhra Pradesh,Jaipur,2023,4,6,Clear,Urban Road,Auto Rickshaw,Drunk Driving,Minor Injury
Uttar Pradesh,Chennai,2019,7,23,Clear,State Highway,Auto Rickshaw,Poor Road Condition,Grievous Injury
Andhra Pradesh,Bhopal,2022,11,10,Cloudy,Urban Road,Bus,Wrong Side Driving,Grievous Injury
Andhra Pradesh,Bengaluru,2020,11,15,Foggy,Urban Road,Auto Rickshaw,Mechanical Failure,Grievous Injury
Rajasthan,Kochi,2021,6,23,Foggy,State Highway,Bus,Poor Road Condition,Grievous Injury
Uttar Pradesh,Hyderabad,2022,3,18,Foggy,State Highway,Bus,Mechanical Failure,Minor Injury
Karnataka,Chennai,2021,9,4,Foggy,Urban Road,Truck,Overspeeding,Minor Injury
Tamil Nadu,Pune,2021,5,0,Clear,Urban Road,Car,Overspeeding,Grievous Injury
Tamil Nadu,Chennai,2020,10,23,Foggy,Urban Road,Truck,Mechanical Failure,Fatal
Uttar Pradesh,Chennai,2020,1,9,Foggy,Rural Road,Bus,Overspeeding,Minor Injury
Uttar Pradesh,Bhopal,2023,6,17,Clear,Rural Road,Truck,Overspeeding,Fatal
Kerala,Pune,2020,5,9,Foggy,National Highway,Two-Wheeler,Overspeeding,Grievous Injury
Rajasthan,Chennai,2019,10,0,Foggy,National Highway,Auto Rickshaw,Mechanical Failure,Grievous Injury
Uttar Pradesh,Jaipur,2018,8,12,Rainy,Urban Road,Auto Rickshaw,Overspeeding,Grievous Injury
Kerala,Hyderabad,2017,4,3,Foggy,State Highway,Bus,Drunk Driving,Minor Injury
Andhra Pradesh,Hyderabad,2020,12,11,Rainy,Urban Road,Truck,Poor Road Condition,Fatal
Gujarat,Jaipur,2018,1,23,Foggy,Urban Road,Two-Wheeler,Mechanical Failure,Fatal
Gujarat,Hyderabad,2023,11,15,Clear,National Highway,Two-Wheeler,Wrong Side Driving,Fatal
Andhra Pradesh,Chennai,2020,2,18,Foggy,Urban Road,Two-Wheeler,Poor Road Condition,Minor Injury
Madhya Pradesh,Kochi,2017,8,11,Cloudy,Urban Road,Bus,Signal Jumping,Grievous Injury
Kerala,Chennai,2022,10,5,Clear,National Highway,Truck,Poor Road Condition,Grievous Injury
Kerala,Bhopal,2020,8,15,Foggy,National Highway,Two-Wheeler,Signal Jumping,Grievous Injury
Andhra Pradesh,Ahmedabad,2018,5,11,Foggy,State Highway,Two-Wheeler,Drunk Driving,Minor Injury
Karnataka,Kochi,2023,6,23,Clear,State Highway,Truck,Mechanical Failure,Fatal
Telangana,Bengaluru,2023,2,9,Cloudy,State Highway,Truck,Wrong Side Driving,Minor Injury
Maharashtra,Bengaluru,2019,11,4,Clear,Rural Road,Auto Rickshaw,Mechanical Failure,Grievous Injury
Andhra Pradesh,Kochi,2023,12,18,Cloudy,Rural Road,Car,Wrong Side Driving,Minor Injury
Uttar Pradesh,Chennai,2022,9,11,Clear,Urban Road,Car,Wrong Side Driving,Grievous Injury
Uttar Pradesh,Nagpur,2023,6,7,Clear,State Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Rajasthan,Ahmedabad,2023,12,3,Rainy,National Highway,Truck,Poor Road Condition,Grievous Injury
Andhra Pradesh,Jaipur,2022,9,6,Rainy,State Highway,Auto Rickshaw,Overspeeding,Grievous Injury
Rajasthan,Chennai,2022,11,23,Clear,Urban Road,Bus,Signal Jumping,Grievous Injury
Andhra Pradesh,Kochi,2017,10,22,Rainy,Rural Road,Car,Overspeeding,Minor Injury
Kerala,Nagpur,2018,3,4,Foggy,Rural Road,Car,Signal Jumping,Grievous Injury
Maharashtra,Chennai,2021,6,10,Foggy,Urban Road,Truck,Overspeeding,Fatal
Kerala,Nagpur,2023,10,16,Foggy,State Highway,Bus,Mechanical Failure,Fatal
Telangana,Kochi,2021,5,23,Rainy,Urban Road,Car,Mechanical Failure,Minor Injury
Gujarat,Chennai,2021,9,20,Rainy,Urban Road,Auto Rickshaw,Wrong Side Driving,Grievous Injury
Tamil Nadu,Pune,2019,10,2,Foggy,Rural Road,Car,Drunk Driving,Minor Injury
Andhra Pradesh,Hyderabad,2020,1,1,Clear,Rural Road,Truck,Mechanical Failure,Fatal
Telangana,Kochi,2023,9,18,Foggy,Rural Road,Truck,Signal Jumping,Minor Injury
Gujarat,Bengaluru,2020,5,1,Rainy,Urban Road,Bus,Wrong Side Driving,Minor Injury
Madhya Pradesh,Bengaluru,2020,1,13,Cloudy,State Highway,Car,Signal Jumping,Minor Injury
Maharashtra,Ahmedabad,2019,10,0,Foggy,Urban Road,Bus,Overspeeding,Minor Injury
Rajasthan,Mumbai,2021,8,15,Foggy,State Highway,Car,Drunk Driving,Grievous Injury
Rajasthan,Bengaluru,2022,7,14,Rainy,State Highway,Two-Wheeler,Mechanical Failure,Grievous Injury
Kerala,Mumbai,2020,6,17,Rainy,Urban Road,Car,Overspeeding,Minor Injury
Uttar Pradesh,Pune,2022,2,1,Rainy,State Highway,Truck,Wrong Side Driving,Grievous Injury
Gujarat,Kochi,2022,5,10,Rainy,State Highway,Truck,Signal Jumping,Fatal
Madhya Pradesh,Nagpur,2019,3,20,Foggy,Urban Road,Two-Wheeler,Poor Road Condition,Minor Injury
Telangana,Ahmedabad,2019,2,16,Rainy,Rural Road,Car,Drunk Driving,Minor Injury
Maharashtra,Hyderabad,2018,10,12,Cloudy,Urban Road,Car,Mechanical Failure,Minor Injury
Gujarat,Jaipur,2023,1,11,Clear,Rural Road,Truck,Signal Jumping,Minor Injury
Madhya Pradesh,Mumbai,2020,9,23,Rainy,State Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Tamil Nadu,Hyderabad,2021,2,1,Rainy,Rural Road,Truck,Mechanical Failure,Minor Injury
Andhra Pradesh,Ahmedabad,2017,11,21,Foggy,Rural Road,Two-Wheeler,Signal Jumping,Minor Injury
Rajasthan,Ahmedabad,2019,1,20,Clear,National Highway,Truck,Mechanical Failure,Minor Injury
Telangana,Bengaluru,2022,7,17,Clear,National Highway,Auto Rickshaw,Wrong Side Driving,Minor Injury
Rajasthan,Hyderabad,2018,9,9,Clear,Rural Road,Car,Drunk Driving,Minor Injury
Telangana,Chennai,2017,6,11,Rainy,National Highway,Bus,Overspeeding,Minor Injury
Kerala,Bhopal,2019,8,16,Foggy,Rural Road,Auto Rickshaw,Drunk Driving,Minor Injury
Uttar Pradesh,Ahmedabad,2018,11,21,Foggy,National Highway,Truck,Overspeeding,Minor Injury
Telangana,Mumbai,2022,7,13,Rainy,State Highway,Two-Wheeler,Wrong Side Driving,Grievous Injury
Rajasthan,Jaipur,2020,9,21,Clear,Urban Road,Bus,Drunk Driving,Grievous Injury
Kerala,Jaipur,2023,7,18,Clear,National Highway,Two-Wheeler,Wrong Side Driving,Minor Injury
Telangana,Pune,2023,6,12,Foggy,Urban Road,Two-Wheeler,Signal Jumping,Minor Injury
Tamil Nadu,Pune,2018,1,23,Cloudy,National Highway,Car,Overspeeding,Minor Injury
Uttar Pradesh,Bengaluru,2019,9,2,Rainy,Rural Road,Truck,Signal Jumping,Grievous Injury
Telangana,Chennai,2023,10,7,Cloudy,National Highway,Car,Signal Jumping,Minor Injury
Kerala,Bengaluru,2023,5,4,Cloudy,National Highway,Two-Wheeler,Drunk Driving,Minor Injury
Gujarat,Jaipur,2020,2,21,Clear,Urban Road,Car,Mechanical Failure,Grievous Injury
Karnataka,Nagpur,2022,12,11,Cloudy,Urban Road,Auto Rickshaw,Mechanical Failure,Minor Injury
Madhya Pradesh,Jaipur,2021,11,0,Rainy,National Highway,Two-Wheeler,Wrong Side Driving,Minor Injury
Karnataka,Ahmedabad,2023,8,20,Foggy,Urban Road,Two-Wheeler,Drunk Driving,Grievous Injury
Karnataka,Hyderabad,2018,4,15,Rainy,National Highway,Auto Rickshaw,Signal Jumping,Grievous Injury
Maharashtra,Hyderabad,2017,3,11,Rainy,Rural Road,Two-Wheeler,Poor Road Condition,Grievous Injury
Tamil Nadu,Ahmedabad,2022,1,22,Rainy,Rural Road,Bus,Wrong Side Driving,Grievous Injury
Gujarat,Ahmedabad,2020,5,16,Rainy,State Highway,Bus,Signal Jumping,Minor Injury
Andhra Pradesh,Jaipur,2022,3,8,Cloudy,Urban Road,Truck,Wrong Side Driving,Minor Injury
Telangana,Hyderabad,2020,4,12,Clear,National Highway,Truck,Poor Road Condition,Minor Injury
Madhya Pradesh,Hyderabad,2022,9,22,Foggy,Rural Road,Car,Overspeeding,Grievous Injury
Uttar Pradesh,Kochi,2021,11,3,Clear,State Highway,Car,Wrong Side Driving,Grievous Injury
Gujarat,Hyderabad,2018,7,3,Cloudy,State Highway,Auto Rickshaw,Wrong Side Driving,Minor Injury
Rajasthan,Ahmedabad,2017,11,14,Clear,National Highway,Auto Rickshaw,Signal Jumping,Minor Injury
Andhra Pradesh,Pune,2023,5,9,Clear,State Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Maharashtra,Chennai,2021,8,22,Cloudy,State Highway,Truck,Signal Jumping,Minor Injury
Maharashtra,Nagpur,2018,6,5,Clear,National Highway,Truck,Drunk Driving,Grievous Injury
Gujarat,Ahmedabad,2017,10,2,Foggy,State Highway,Truck,Signal Jumping,Fatal
Kerala,Hyderabad,2022,2,14,Cloudy,State Highway,Truck,Poor Road Condition,Fatal
Karnataka,Mumbai,2023,7,5,Foggy,National Highway,Car,Mechanical Failure,Grievous Injury
Rajasthan,Jaipur,2017,1,10,Clear,National Highway,Bus,Drunk Driving,Grievous Injury
Maharashtra,Jaipur,2019,3,1,Rainy,Rural Road,Auto Rickshaw,Poor Road Condition,Minor Injury
Madhya Pradesh,Chennai,2017,12,1,Rainy,State Highway,Auto Rickshaw,Mechanical Failure,Grievous Injury
Maharashtra,Ahmedabad,2018,1,0,Cloudy,Rural Road,Truck,Drunk Driving,Minor Injury
Uttar Pradesh,Chennai,2021,1,10,Rainy,Rural Road,Truck,Signal Jumping,Minor Injury
Telangana,Pune,2023,5,4,Rainy,Urban Road,Car,Mechanical Failure,Minor Injury
Maharashtra,Bhopal,2021,6,5,Rainy,National Highway,Car,Poor Road Condition,Grievous Injury
Uttar Pradesh,Bengaluru,2023,12,2,Cloudy,Urban Road,Auto Rickshaw,Poor Road Condition,Minor Injury
Gujarat,Mumbai,2019,3,19,Foggy,National Highway,Truck,Mechanical Failure,Grievous Injury
Gujarat,Bengaluru,2018,3,4,Rainy,Urban Road,Truck,Poor Road Condition,Grievous Injury
Andhra Pradesh,Bhopal,2017,3,19,Cloudy,National Highway,Auto Rickshaw,Poor Road Condition,Minor Injury
Maharashtra,Mumbai,2019,1,8,Foggy,State Highway,Car,Overspeeding,Grievous Injury
Madhya Pradesh,Bengaluru,2022,5,18,Cloudy,State Highway,Auto Rickshaw,Overspeeding,Minor Injury
Maharashtra,Mumbai,2020,1,4,Rainy,Rural Road,Car,Wrong Side Driving,Minor Injury
Madhya Pradesh,Chennai,2022,10,22,Rainy,Urban Road,Car,Overspeeding,Minor Injury
Tamil Nadu,Nagpur,2018,10,11,Clear,Rural Road,Car,Mechanical Failure,Minor Injury
Andhra Pradesh,Kochi,2019,3,11,Clear,Urban Road,Truck,Wrong Side Driving,Minor Injury
Tamil Nadu,Mumbai,2021,6,15,Clear,National Highway,Auto Rickshaw,Signal Jumping,Grievous Injury
Maharashtra,Bhopal,2019,11,6,Foggy,National Highway,Car,Wrong Side Driving,Fatal
Andhra Pradesh,Chennai,2020,6,13,Cloudy,Urban Road,Bus,Poor Road Condition,Minor Injury
Tamil Nadu,Kochi,2018,3,21,Foggy,Urban Road,Car,Drunk Driving,Grievous Injury
Karnataka,Chennai,2019,9,8,Clear,State Highway,Car,Wrong Side Driving,Minor Injury
Maharashtra,Pune,2023,8,14,Clear,Urban Road,Car,Overspeeding,Minor Injury
Tamil Nadu,Hyderabad,2022,11,22,Rainy,State Highway,Two-Wheeler,Signal Jumping,Grievous Injury
Karnataka,Jaipur,2017,3,10,Foggy,Urban Road,Bus,Drunk Driving,Minor Injury
Karnataka,Pune,2022,5,3,Rainy,State Highway,Truck,Wrong Side Driving,Minor Injury
Gujarat,Bhopal,2018,5,10,Rainy,Rural Road,Auto Rickshaw,Signal Jumping,Minor Injury
Maharashtra,Ahmedabad,2019,5,8,Cloudy,State Highway,Auto Rickshaw,Overspeeding,Minor Injury
Karnataka,Ahmedabad,2022,3,5,Clear,Rural Road,Auto Rickshaw,Signal Jumping,Minor Injury
Gujarat,Jaipur,2019,5,16,Rainy,State Highway,Truck,Signal Jumping,Grievous Injury
Tamil Nadu,Chennai,2022,5,8,Rainy,National Highway,Car,Drunk Driving,Fatal
Uttar Pradesh,Nagpur,2018,4,22,Clear,State Highway,Bus,Mechanical Failure,Grievous Injury
Maharashtra,Bhopal,2021,4,5,Clear,Urban Road,Auto Rickshaw,Overspeeding,Grievous Injury
Andhra Pradesh,Jaipur,2022,2,5,Cloudy,Rural Road,Two-Wheeler,Drunk Driving,Minor Injury
Madhya Pradesh,Kochi,2017,9,3,Cloudy,Urban Road,Two-Wheeler,Drunk Driving,Minor Injury
Madhya Pradesh,Kochi,2022,7,19,Rainy,Urban Road,Bus,Drunk Driving,Minor Injury
Tamil Nadu,Ahmedabad,2018,1,10,Rainy,National Highway,Auto Rickshaw,Mechanical Failure,Fatal
Kerala,Hyderabad,2022,5,2,Rainy,State Highway,Car,Mechanical Failure,Minor Injury
Kerala,Chennai,2017,2,23,Foggy,National Highway,Auto Rickshaw,Wrong Side Driving,Minor Injury
Tamil Nadu,Ahmedabad,2023,10,23,Cloudy,State Highway,Car,Wrong Side Driving,Grievous Injury
Karnataka,Nagpur,2017,6,17,Rainy,Urban Road,Auto Rickshaw,Overspeeding,Fatal
Maharashtra,Jaipur,2018,7,15,Clear,State Highway,Two-Wheeler,Poor Road Condition,Minor Injury
Madhya Pradesh,Mumbai,2019,12,20,Cloudy,National Highway,Truck,Overspeeding,Minor Injury
Madhya Pradesh,Nagpur,2022,2,15,Cloudy,Rural Road,Bus,Mechanical Failure,Minor Injury
Karnataka,Mumbai,2021,11,11,Rainy,National Highway,Car,Mechanical Failure,Fatal
